surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,place_of_revelation,sajah_ayah,no_of_word_ayah
48,The Victory,Al-Fath,18,4601,"Indeed, Allah was pleased with the believers when they pledged allegiance to you ˹O Prophet˺ under the tree. He knew what was in their hearts, so He sent down serenity upon them and rewarded them with a victory at hand,",448,26,6,205,Medinan,FALSE,20
48,The Victory,Al-Fath,19,4602,"and many spoils of war they will gain. For Allah is Almighty, All-Wise.",448,26,6,205,Medinan,FALSE,8
48,The Victory,Al-Fath,20,4603,"Allah has promised you ˹believers˺ abundant spoils, which you will gain, so He hastened this ˹truce˺ for you. And He has held people’s hands back from ˹harming˺ you, so it may be a sign for the believers, and so He may guide you along the Straight Path.",448,26,6,205,Medinan,FALSE,18
48,The Victory,Al-Fath,21,4604,And ˹there are˺ other gains which are beyond your reach that Allah is keeping in store ˹for you˺. For Allah is Most Capable of everything.,448,26,6,205,Medinan,FALSE,15
48,The Victory,Al-Fath,22,4605,"If the disbelievers were to fight you, they would certainly flee. Then they would never find any protector or helper.",448,26,6,205,Medinan,FALSE,12
48,The Victory,Al-Fath,23,4606,"˹This is˺ Allah’s way, already long established ˹in the past˺. And you will find no change in Allah’s way.",448,26,6,205,Medinan,FALSE,13
48,The Victory,Al-Fath,24,4607,"He is the One Who held back their hands from you and your hands from them in the valley of ˹hudaibiyah, near˺ Mecca, after giving you the upper hand over ˹a group of˺ them. And Allah is All-Seeing of what you do.",448,26,6,205,Medinan,FALSE,20
48,The Victory,Al-Fath,25,4608,"They are the ones who persisted in disbelief and hindered you from the Sacred Mosque, preventing the sacrificial animals from reaching their destination. Had those ˹unknown˺ believers stood apart, We would have certainly inflicted a painful punishment on the disbelievers.",448,26,6,205,Medinan,FALSE,43
48,The Victory,Al-Fath,26,4609,˹Remember˺ when the disbelievers had filled their hearts with pride—the pride of ˹pre-Islamic˺ ignorance for they were better entitled and more worthy of it. And Allah has ˹perfect˺ knowledge of all things.,448,26,6,205,Medinan,FALSE,29
48,The Victory,Al-Fath,27,4610,"Indeed, Allah will fulfil His Messenger’s vision in all truth: Allah willing, you will surely enter the Sacred Mosque, in security—˹some with˺ heads shaved and ˹others with˺ hair shortened—without fear.",449,26,6,205,Medinan,FALSE,30
48,The Victory,Al-Fath,28,4611,"He is the One Who has sent His Messenger with ˹right˺ guidance and the religion of truth, making it prevail over all others. And sufficient is Allah as a Witness.",449,26,6,205,Medinan,FALSE,15
48,The Victory,Al-Fath,29,4612,"Muhammad is the Messenger of Allah. And those with him are firm with the disbelievers To those of them who believe and do good, Allah has promised forgiveness and a great reward.",449,26,6,205,Medinan,FALSE,60
49,The Rooms,Al-Hujurat,1,4613,"O believers! Do not proceed ˹in any matter˺ before ˹a decree from˺ Allah and His Messenger. And fear Allah. Surely Allah is All-Hearing, All-Knowing.",450,26,6,206,Medinan,FALSE,17
49,The Rooms,Al-Hujurat,2,4614,"O believers! Do not raise your voices above the voice of the Prophet, nor speak loudly to him as you do to one another, or your deeds will become void while you are unaware.",450,26,6,206,Medinan,FALSE,22
49,The Rooms,Al-Hujurat,3,4615,"Indeed, those who lower their voices in the presence of Allah’s Messenger are the ones whose hearts Allah has refined for righteousness. They will have forgiveness and a great reward.",450,26,6,206,Medinan,FALSE,18
49,The Rooms,Al-Hujurat,4,4616,"Indeed, most of those who call out to you ˹O Prophet˺ from outside ˹your˺ private quarters have no understanding ˹of manners˺.",450,26,6,206,Medinan,FALSE,9
49,The Rooms,Al-Hujurat,5,4617,"Had they been patient until you could come out to them, it would have certainly been better for them. And Allah is All-Forgiving, Most Merciful.",450,26,6,206,Medinan,FALSE,13
49,The Rooms,Al-Hujurat,6,4618,"O believers, if an evildoer brings you any news, verify ˹it˺ so you do not harm people unknowingly, becoming regretful for what you have done.",450,26,6,206,Medinan,FALSE,17
49,The Rooms,Al-Hujurat,7,4619,"And keep in mind that Allah’s Messenger is ˹still˺ in your midst. If he were to yield to you in many matters, you would surely suffer ˹the consequences˺. But Allah has endeared faith to you, making it appealing in your hearts. And He has made disbelief, rebelliousness, and disobedience detestable to you. Those are the ones rightly guided.",450,26,6,206,Medinan,FALSE,30
49,The Rooms,Al-Hujurat,8,4620,"˹This is˺ a bounty and a blessing from Allah. And Allah is All-Knowing, All-Wise.",450,26,6,206,Medinan,FALSE,8
49,The Rooms,Al-Hujurat,9,4621,"And if two groups of believers fight each other, then make peace between them. But if one of them transgresses against the other, then fight against the transgressing group until they ˹are willing to˺ submit to the rule of Allah. If they do so, then make peace between both ˹groups˺ in all fairness and act justly. Surely Allah loves those who uphold justice.",450,26,6,206,Medinan,FALSE,33
49,The Rooms,Al-Hujurat,10,4622,"The believers are but one brotherhood, so make peace between your brothers. And be mindful of Allah so you may be shown mercy.",450,26,6,206,Medinan,FALSE,11
49,The Rooms,Al-Hujurat,11,4623,"O believers! Do not let some ˹men˺ ridicule others, they may be better than them, nor let ˹some˺ women ridicule other women, they may be better than them. Do not defame one another, nor call each other by offensive nicknames. How evil it is to act rebelliously after having faith! And whoever does not repent, it is they who are the ˹true˺ wrongdoers.",451,26,6,206,Medinan,FALSE,42
49,The Rooms,Al-Hujurat,12,4624,"O  believers! Avoid many suspicions, ˹for˺ indeed, some suspicions are sinful. And do not spy, nor backbite one another. Would any of you like to eat the flesh of their dead brother? You would despise that! And fear Allah. Surely Allah is ˹the˺ Accepter of Repentance, Most Merciful.",451,26,6,206,Medinan,FALSE,35
49,The Rooms,Al-Hujurat,13,4625,"O humanity! Indeed, We created you from a male and a female, and made you into peoples and tribes so that you may ˹get to˺ know one another. Surely the most noble of you in the sight of Allah is the most righteous among you. Allah is truly All-Knowing, All-Aware.",451,26,6,206,Medinan,FALSE,22
49,The Rooms,Al-Hujurat,14,4626,"˹Some of˺ the nomadic Arabs say, “We believe.” Say, ˹O Prophet,˺ “You have not believed. But say, ‘We have submitted,’ for faith has not yet entered your hearts. But if you obey Allah and His Messenger ˹wholeheartedly˺, He will not discount anything from ˹the reward of˺ your deeds. Allah is truly All-Forgiving, Most Merciful.”",451,26,6,207,Medinan,FALSE,31
49,The Rooms,Al-Hujurat,15,4627,The ˹true˺ believers are only those who believe in Allah and His Messenger—never doubting—and strive with their wealth and their lives in the cause of Allah. They are the ones true in faith.,451,26,6,207,Medinan,FALSE,19
49,The Rooms,Al-Hujurat,16,4628,"Say, “Do you inform Allah of your faith, when Allah ˹already˺ knows whatever is in the heavens and whatever is on the earth? And Allah has ˹perfect˺ knowledge of all things.”",451,26,6,207,Medinan,FALSE,17
49,The Rooms,Al-Hujurat,17,4629,"They regard their acceptance of Islam as a favour to you. Tell ˹them, O  Prophet˺, “Do not regard your Islam as a favour to me. Rather, it is Allah Who has done you a favour by guiding you to the faith, if ˹indeed˺ you are faithful.",451,26,6,207,Medinan,FALSE,21
49,The Rooms,Al-Hujurat,18,4630,Surely Allah knows the unseen of the heavens and earth. And Allah is All-Seeing of what you do.”,451,26,6,207,Medinan,FALSE,11
50,"The Letter ""Qaf""",Qaf,1,4631,Qãf. By the glorious Quran!,452,26,7,207,Meccan,FALSE,4
50,"The Letter ""Qaf""",Qaf,2,4632,"˹All will be resurrected,˺ yet the deniers are astonished that a warner has come to them from among themselves ˹warning of resurrection˺. So the disbelievers say, “This is an astonishing thing!",452,26,7,207,Meccan,FALSE,11
50,"The Letter ""Qaf""",Qaf,3,4633,"˹Will we be returned to life,˺ when we are dead and reduced to dust? Such a return is impossible.”",452,26,7,207,Meccan,FALSE,8
50,"The Letter ""Qaf""",Qaf,4,4634,"We certainly know what the earth consumes of them ˹after their death˺, and with us is a well-preserved Record.",452,26,7,207,Meccan,FALSE,10
50,"The Letter ""Qaf""",Qaf,5,4635,"In fact, they reject the truth when it has come to them, so they are in a confused state.",452,26,7,207,Meccan,FALSE,9
50,"The Letter ""Qaf""",Qaf,6,4636,"Have they not then looked at the sky above them: how We built it and adorned it ˹with stars˺, leaving it flawless?",452,26,7,207,Meccan,FALSE,12
50,"The Letter ""Qaf""",Qaf,7,4637,"As for the earth, We spread it out and placed upon it firm mountains, and produced in it every type of pleasant plant—",452,26,7,207,Meccan,FALSE,11
50,"The Letter ""Qaf""",Qaf,8,4638,˹all as˺ an insight and a reminder to every servant who turns ˹to Allah˺.,452,26,7,207,Meccan,FALSE,5
50,"The Letter ""Qaf""",Qaf,9,4639,"And We send down blessed rain from the sky, bringing forth gardens and grains for harvest,",452,26,7,207,Meccan,FALSE,10
50,"The Letter ""Qaf""",Qaf,10,4640,"and towering palm trees ˹loaded˺ with clustered fruit,",452,26,7,207,Meccan,FALSE,5
50,"The Letter ""Qaf""",Qaf,11,4641,˹as˺ a provision for ˹Our˺ servants. And with this ˹rain˺ We revive a lifeless land. Similar is the emergence ˹from the graves˺.,452,26,7,207,Meccan,FALSE,10
50,"The Letter ""Qaf""",Qaf,12,4642,"Before them, the people of Noah denied ˹the truth,˺ as did the people of the Water-pit, Thamûd,",452,26,7,207,Meccan,FALSE,7
50,"The Letter ""Qaf""",Qaf,13,4643,"’Ȃd, Pharaoh, the kinfolk of Lot,",452,26,7,207,Meccan,FALSE,4
50,"The Letter ""Qaf""",Qaf,14,4644,"the residents of the Forest, Each rejected ˹their˺ messenger, so My warning was fulfilled.",452,26,7,207,Meccan,FALSE,10
50,"The Letter ""Qaf""",Qaf,15,4645,"Were We incapable of creating ˹them˺ the first time? In fact, they are in doubt about ˹their˺ re-creation.",452,26,7,207,Meccan,FALSE,11
50,"The Letter ""Qaf""",Qaf,16,4646,"Indeed, ˹it is˺ We ˹Who˺ created humankind and ˹fully˺ know what their souls whisper to them, and We are closer to them than ˹their˺ jugular vein.",453,26,7,207,Meccan,FALSE,15
50,"The Letter ""Qaf""",Qaf,17,4647,"As the two recording-angels—˹one˺ sitting to the right, and ˹the other to˺ the left—note ˹everything˺,",453,26,7,207,Meccan,FALSE,8
50,"The Letter ""Qaf""",Qaf,18,4648,not a word does a person utter without having a ˹vigilant˺ observer ready ˹to write it down˺.,453,26,7,207,Meccan,FALSE,8
50,"The Letter ""Qaf""",Qaf,19,4649,"˹Ultimately,˺ with the throes of death will come the truth. This is what you were trying to escape!",453,26,7,207,Meccan,FALSE,10
50,"The Letter ""Qaf""",Qaf,20,4650,And the Trumpet will be blown. This is the Day ˹you were˺ warned of.,453,26,7,207,Meccan,FALSE,7
50,"The Letter ""Qaf""",Qaf,21,4651,Each soul will come forth with an angel to drive it and another to testify.,453,26,7,207,Meccan,FALSE,6
50,"The Letter ""Qaf""",Qaf,22,4652,"˹It will be said to the denier,˺ “You were totally heedless of this. Now We have lifted this veil of yours, so Today your sight is sharp!”",453,26,7,207,Meccan,FALSE,12
50,"The Letter ""Qaf""",Qaf,23,4653,"And one’s accompanying-angel will say, “Here is the record ready with me.”",453,26,7,207,Meccan,FALSE,6
50,"The Letter ""Qaf""",Qaf,24,4654,"˹It will be said to both angels,˺ “Throw into Hell every stubborn disbeliever,",453,26,7,207,Meccan,FALSE,6
50,"The Letter ""Qaf""",Qaf,25,4655,"withholder of good, transgressor, and doubter,",453,26,7,207,Meccan,FALSE,4
50,"The Letter ""Qaf""",Qaf,26,4656,who set up another god with Allah. So cast them into the severe punishment.”,453,26,7,207,Meccan,FALSE,10
50,"The Letter ""Qaf""",Qaf,27,4657,"One’s ˹devilish˺ associate will say, “Our Lord! I did not make them transgress. Rather, they were far astray ˹on their own˺.”",453,26,7,208,Meccan,FALSE,11
50,"The Letter ""Qaf""",Qaf,28,4658,"Allah will respond, “Do not dispute in My presence, since I had already given you a warning.",453,26,7,208,Meccan,FALSE,8
50,"The Letter ""Qaf""",Qaf,29,4659,"My Word cannot be changed, nor am I unjust to ˹My˺ creation.”",453,26,7,208,Meccan,FALSE,8
50,"The Letter ""Qaf""",Qaf,30,4660,"˹Beware of˺ the Day We will ask Hell, “Are you full ˹yet˺?” And it will respond, “Are there any more?”",454,26,7,208,Meccan,FALSE,9
50,"The Letter ""Qaf""",Qaf,31,4661,"And Paradise will be brought near to the righteous, not far off.",454,26,7,208,Meccan,FALSE,5
50,"The Letter ""Qaf""",Qaf,32,4662,"˹And it will be said to them,˺ “This is what you were promised, for whoever ˹constantly˺ turned ˹to Allah˺ and kept up ˹His commandments˺—",454,26,7,208,Meccan,FALSE,6
50,"The Letter ""Qaf""",Qaf,33,4663,"who were in awe of the Most Compassionate without seeing ˹Him˺, and have come with a heart turning ˹only to Him˺.",454,26,7,208,Meccan,FALSE,7
50,"The Letter ""Qaf""",Qaf,34,4664,Enter it in peace. This is the Day of eternal life!”,454,26,7,208,Meccan,FALSE,6
50,"The Letter ""Qaf""",Qaf,35,4665,"There they will have whatever they desire, and with Us is ˹even˺ more.",454,26,7,208,Meccan,FALSE,6
50,"The Letter ""Qaf""",Qaf,36,4666,"˹Imagine˺ how many peoples We destroyed before them, who were far mightier than them. Then ˹when the torment came,˺ they ˹desperately˺ sought refuge in the land. ˹But˺ was there any escape?",454,26,7,208,Meccan,FALSE,15
50,"The Letter ""Qaf""",Qaf,37,4667,Surely in this is a reminder for whoever has a ˹mindful˺ heart and lends an attentive ear.,454,26,7,208,Meccan,FALSE,13
50,"The Letter ""Qaf""",Qaf,38,4668,"Indeed, We created the heavens and the earth and everything in between in six Days,",454,26,7,208,Meccan,FALSE,13
50,"The Letter ""Qaf""",Qaf,39,4669,So be patient ˹O Prophet˺ with what they say. And glorify the praises of your Lord before sunrise and before sunset.,454,26,7,208,Meccan,FALSE,12
50,"The Letter ""Qaf""",Qaf,40,4670,And glorify Him during part of the night and after the prayers.,454,26,7,208,Meccan,FALSE,5
50,"The Letter ""Qaf""",Qaf,41,4671,"And listen! On the Day the caller will call out from a near place,",454,26,7,208,Meccan,FALSE,7
50,"The Letter ""Qaf""",Qaf,42,4672,"the Day all will hear the ˹mighty˺ Blast in ˹all˺ truth, that will be the Day of emergence ˹from the graves˺.",454,26,7,208,Meccan,FALSE,8
50,"The Letter ""Qaf""",Qaf,43,4673,It is certainly We Who give life and cause death. And to Us is the final return.,454,26,7,208,Meccan,FALSE,6
50,"The Letter ""Qaf""",Qaf,44,4674,"˹Beware of˺ the Day the earth will split open, letting them rush forth. That will be an easy gathering for Us.",454,26,7,208,Meccan,FALSE,10
50,"The Letter ""Qaf""",Qaf,45,4675,We know best what they say. And you ˹O Prophet˺ are not ˹there˺ to compel them ˹to believe˺. So remind with the Quran ˹only˺ those who fear My warning.,454,26,7,208,Meccan,FALSE,15
51,The Winnowing Winds,Adh-Dhariyat,1,4676,"By the winds scattering ˹dust˺,",455,26,7,208,Meccan,FALSE,2
51,The Winnowing Winds,Adh-Dhariyat,2,4677,"and ˹the clouds˺ loaded with rain,",455,26,7,208,Meccan,FALSE,2
51,The Winnowing Winds,Adh-Dhariyat,3,4678,"and ˹the ships˺ gliding with ease,",455,26,7,208,Meccan,FALSE,2
51,The Winnowing Winds,Adh-Dhariyat,4,4679,and ˹the angels˺ administering affairs by ˹Allah’s˺ command!,455,26,7,208,Meccan,FALSE,2
51,The Winnowing Winds,Adh-Dhariyat,5,4680,"Indeed, what you are promised is true.",455,26,7,208,Meccan,FALSE,3
51,The Winnowing Winds,Adh-Dhariyat,6,4681,And the Judgment will certainly come to pass.,455,26,7,208,Meccan,FALSE,3
51,The Winnowing Winds,Adh-Dhariyat,7,4682,˹And˺ by the heavens in their marvellous design!,455,26,7,208,Meccan,FALSE,3
51,The Winnowing Winds,Adh-Dhariyat,8,4683,Surely you are ˹lost˺ in conflicting views ˹regarding the truth˺.,455,26,7,208,Meccan,FALSE,4
51,The Winnowing Winds,Adh-Dhariyat,9,4684,Only those ˹destined to be˺ deluded are turned away from it.,455,26,7,208,Meccan,FALSE,4
51,The Winnowing Winds,Adh-Dhariyat,10,4685,Condemned are the liars—,455,26,7,208,Meccan,FALSE,2
51,The Winnowing Winds,Adh-Dhariyat,11,4686,"those who are ˹steeped˺ in ignorance, totally heedless.",455,26,7,208,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,12,4687,"They ask ˹mockingly˺, “When is this Day of Judgment?”",455,26,7,208,Meccan,FALSE,4
51,The Winnowing Winds,Adh-Dhariyat,13,4688,˹It is˺ the Day they will be tormented over the Fire.,455,26,7,208,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,14,4689,"˹They will be told,˺ “Taste your torment! This is what you sought to hasten.”",455,26,7,208,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,15,4690,"Indeed, the righteous will be amid Gardens and springs,",455,26,7,208,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,16,4691,˹joyfully˺ receiving what their Lord will grant them. Before this ˹reward˺ they were truly good-doers ˹in the world˺:,455,26,7,208,Meccan,FALSE,10
51,The Winnowing Winds,Adh-Dhariyat,17,4692,"they used to sleep only little in the night,",455,26,7,208,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,18,4693,and pray for forgiveness before dawn.,455,26,7,208,Meccan,FALSE,3
51,The Winnowing Winds,Adh-Dhariyat,19,4694,And in their wealth there was a rightful share ˹fulfilled˺ for the beggar and the poor.,455,26,7,208,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,20,4695,"There are ˹countless˺ signs on earth for those with sure faith,",455,26,7,208,Meccan,FALSE,4
51,The Winnowing Winds,Adh-Dhariyat,21,4696,as there are within yourselves. Can you not see?,455,26,7,208,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,22,4697,In heaven is your sustenance and whatever you are promised.,455,26,7,208,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,23,4698,Then by the Lord of heaven and earth! ˹All˺ this is certainly as true as ˹the fact that˺ you can speak!,455,26,7,208,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,24,4699,Has the story of Abraham’s honoured guests reached you ˹O Prophet˺?,456,26,7,208,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,25,4700,"˹Remember˺ when they entered his presence and greeted ˹him with˺, “Peace!” He replied, “Peace ˹be upon you˺!” ˹Then he said to himself,˺ “˹These are˺ an unfamiliar people.”",456,26,7,208,Meccan,FALSE,10
51,The Winnowing Winds,Adh-Dhariyat,26,4701,"Then he slipped off to his family and brought a fat ˹roasted˺ calf,",456,26,7,208,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,27,4702,"and placed it before them, asking, “Will you not eat?”",456,26,7,208,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,28,4703,"˹They did not eat,˺ so he grew fearful of them.",456,26,7,208,Meccan,FALSE,11
51,The Winnowing Winds,Adh-Dhariyat,29,4704,"Then his wife came forward with a cry, clasping her forehead ˹in astonishment˺, exclaiming, “˹A baby from˺ a barren, old woman!”",456,26,7,208,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,30,4705,"They replied, “Such has your Lord decreed. He is truly the All-Wise, All-Knowing.”",456,26,7,208,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,31,4706,"˹Later,˺ Abraham asked, “What is your mission, O  messengers?”",456,27,7,209,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,32,4707,"They replied, “We have actually been sent to a wicked people,",456,27,7,209,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,33,4708,"to send upon them stones of ˹baked˺ clay,",456,27,7,209,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,34,4709,marked by your Lord for the transgressors.”,456,27,7,209,Meccan,FALSE,4
51,The Winnowing Winds,Adh-Dhariyat,35,4710,Then ˹before the torment˺ We evacuated the believers from the city.,456,27,7,209,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,36,4711,But We only found one family that had submitted ˹to Allah˺.,456,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,37,4712,And We have left a sign there ˹as a lesson˺ for those who fear the painful punishment.,456,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,38,4713,"And in ˹the story of˺ Moses ˹was another lesson,˺ when We sent him to Pharaoh with compelling proof,",456,27,7,209,Meccan,FALSE,8
51,The Winnowing Winds,Adh-Dhariyat,39,4714,"but Pharaoh was carried away by his power, saying ˹of Moses˺, “A magician or a madman!”",456,27,7,209,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,40,4715,"So We seized him and his soldiers, casting them into the sea while he was blameworthy.",456,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,41,4716,"And in ˹the story of˺ ’ad ˹was another lesson,˺ when We sent against them the devastating wind.",456,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,42,4717,There was nothing it came upon that it did not reduce to ashes.,456,27,7,209,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,43,4718,"And in ˹the story of˺ Thamûd ˹was another lesson,˺ when they were told, “Enjoy yourselves ˹only˺ for a ˹short˺ while.”",456,27,7,209,Meccan,FALSE,8
51,The Winnowing Winds,Adh-Dhariyat,44,4719,"Still they persisted in defying the commands of their Lord, so they were overtaken by a ˹mighty˺ blast while they were looking on.",456,27,7,209,Meccan,FALSE,8
51,The Winnowing Winds,Adh-Dhariyat,45,4720,"Then they were not able to rise up, nor were they helped.",456,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,46,4721,And the people of Noah ˹had also been destroyed˺ earlier. They were truly a rebellious people.,456,27,7,209,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,47,4722,"We built the universe with ˹great˺ might, and We are certainly expanding ˹it˺.",457,27,7,209,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,48,4723,"As for the earth, We spread it out. How superbly did We smooth it out!",457,27,7,209,Meccan,FALSE,4
51,The Winnowing Winds,Adh-Dhariyat,49,4724,And We created pairs of all things so perhaps you would be mindful.,457,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,50,4725,"So ˹proclaim, O  Prophet˺: “Flee to Allah! I am truly sent by Him with a clear warning to you.",457,27,7,209,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,51,4726,And do not set up another god with Allah. I am truly sent by Him with a clear warning to you.”,457,27,7,209,Meccan,FALSE,12
51,The Winnowing Winds,Adh-Dhariyat,52,4727,"Similarly, no messenger came to those before them without being told: “A magician or a madman!”",457,27,7,209,Meccan,FALSE,13
51,The Winnowing Winds,Adh-Dhariyat,53,4728,"Have they passed this ˹cliché˺ down to one another? In fact, they have ˹all˺ been a transgressing people.",457,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,54,4729,"So ˹now˺ turn away from them ˹O Prophet˺, for you will not be blamed.",457,27,7,209,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,55,4730,But ˹continue to˺ remind. For certainly reminders benefit the believers.,457,27,7,209,Meccan,FALSE,5
51,The Winnowing Winds,Adh-Dhariyat,56,4731,I did not create jinn and humans except to worship Me.,457,27,7,209,Meccan,FALSE,6
51,The Winnowing Winds,Adh-Dhariyat,57,4732,"I seek no provision from them, nor do I need them to feed Me.",457,27,7,209,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,58,4733,"Indeed, Allah ˹alone˺ is the Supreme Provider—Lord of all Power, Ever Mighty.",457,27,7,209,Meccan,FALSE,7
51,The Winnowing Winds,Adh-Dhariyat,59,4734,The wrongdoers will certainly have a share ˹of the torment˺ like that of their predecessors. So do not let them ask Me to hasten ˹it˺.,457,27,7,209,Meccan,FALSE,9
51,The Winnowing Winds,Adh-Dhariyat,60,4735,Woe then to the disbelievers when they face their Day which they are warned of!,457,27,7,209,Meccan,FALSE,7
52,The Mount,At-Tur,1,4736,By Mount Ṭûr!,458,27,7,209,Meccan,FALSE,1
52,The Mount,At-Tur,2,4737,And by the Book written,458,27,7,209,Meccan,FALSE,2
52,The Mount,At-Tur,3,4738,on open pages ˹for all to read˺!,458,27,7,209,Meccan,FALSE,3
52,The Mount,At-Tur,4,4739,And by the ˹Sacred˺ House frequently visited!,458,27,7,209,Meccan,FALSE,2
52,The Mount,At-Tur,5,4740,And by the canopy raised ˹high˺!,458,27,7,209,Meccan,FALSE,2
52,The Mount,At-Tur,6,4741,And by the seas set on fire!,458,27,7,209,Meccan,FALSE,2
52,The Mount,At-Tur,7,4742,"Indeed, the punishment of your Lord will come to pass—",458,27,7,209,Meccan,FALSE,4
52,The Mount,At-Tur,8,4743,none will avert it—,458,27,7,209,Meccan,FALSE,4
52,The Mount,At-Tur,9,4744,"on the Day the heavens will be shaken violently,",458,27,7,209,Meccan,FALSE,4
52,The Mount,At-Tur,10,4745,and the mountains will be blown away entirely.,458,27,7,209,Meccan,FALSE,3
52,The Mount,At-Tur,11,4746,Then woe on that Day to the deniers—,458,27,7,209,Meccan,FALSE,3
52,The Mount,At-Tur,12,4747,those who amuse themselves with falsehood!,458,27,7,209,Meccan,FALSE,5
52,The Mount,At-Tur,13,4748,˹It is˺ the Day they will be fiercely shoved into the Fire of Hell.,458,27,7,209,Meccan,FALSE,6
52,The Mount,At-Tur,14,4749,"˹They will be told,˺ “This is the Fire which you used to deny.",458,27,7,209,Meccan,FALSE,6
52,The Mount,At-Tur,15,4750,"Is this magic, or do you not see?",458,27,7,209,Meccan,FALSE,6
52,The Mount,At-Tur,16,4751,Burn in it! It is the same whether you endure ˹it˺ patiently or not. You are only rewarded for what you used to do.”,458,27,7,209,Meccan,FALSE,13
52,The Mount,At-Tur,17,4752,"Indeed, the righteous will be in Gardens and bliss,",458,27,7,209,Meccan,FALSE,5
52,The Mount,At-Tur,18,4753,enjoying whatever their Lord will have granted them. And their Lord will have protected them from the torment of the Hellfire.,458,27,7,209,Meccan,FALSE,8
52,The Mount,At-Tur,19,4754,"˹They will be told,˺ “Eat and drink happily for what you used to do.”",458,27,7,209,Meccan,FALSE,6
52,The Mount,At-Tur,20,4755,"They will be reclining on thrones, ˹neatly˺ lined up ˹facing each other˺. And We will pair them to maidens with gorgeous eyes.",458,27,7,209,Meccan,FALSE,8
52,The Mount,At-Tur,21,4756,"As for those who believe and whose descendants follow them in faith, We will elevate their descendants to their rank, never discounting anything ˹of the reward˺ of their deeds. Every person will reap only what they sowed.",458,27,7,209,Meccan,FALSE,20
52,The Mount,At-Tur,22,4757,And We will ˹continually˺ provide them with whatever fruit or meat they desire.,458,27,7,209,Meccan,FALSE,5
52,The Mount,At-Tur,23,4758,"They will pass around to each other a drink ˹of pure wine,˺ which leads to no idle talk or sinfulness.",458,27,7,209,Meccan,FALSE,8
52,The Mount,At-Tur,24,4759,And they will be waited on by their youthful servants like spotless pearls.,458,27,7,210,Meccan,FALSE,8
52,The Mount,At-Tur,25,4760,They will turn to one another inquisitively.,458,27,7,210,Meccan,FALSE,5
52,The Mount,At-Tur,26,4761,"They will say, “Before ˹this reward˺ we used to be in awe ˹of Allah˺ in the midst of our people.",458,27,7,210,Meccan,FALSE,7
52,The Mount,At-Tur,27,4762,So Allah has graced us and protected us from the torment of ˹Hell’s˺ scorching heat.,458,27,7,210,Meccan,FALSE,6
52,The Mount,At-Tur,28,4763,"Indeed, we used to call upon Him ˹alone˺ before. He is truly the Most Kind, Most Merciful.”",458,27,7,210,Meccan,FALSE,10
52,The Mount,At-Tur,29,4764,"So ˹continue to˺ remind ˹all, O  Prophet˺. For you, by the grace of your Lord, are not a fortune-teller or a madman.",459,27,7,210,Meccan,FALSE,8
52,The Mount,At-Tur,30,4765,"Or do they say, “˹He is˺ a poet, for whom we ˹eagerly˺ await an ill-fate!”?",459,27,7,210,Meccan,FALSE,7
